first_release_year,name,count
1991,southern rap,1
1991,southern rock,22
1991,space rock,4
1991,spanish,1
1991,speed metal,17
1991,speed/thrash metal,4
1991,spoken word,16
1991,stage screen,3
1991,star trek soundtracks,1
1991,steve morse,1
1991,stoner metal,6
1991,stoner rock,3
1991,strauss,1
1991,stride,8
1991,surf,2
1991,swamp pop,3
1991,swing,143
1991,symphonic rock,1
1991,symphony,16
1991,synth pop,1
1991,synth-pop,71
1991,tango,1
1991,tech house,1
1991,tech thrash,1
1991,technical death metal,2
1991,technical thrash,1
1991,technical thrash metal,3
1991,techno,60
1991,tejano,2
1991,tex-mex,2
1991,texas blues,16
1991,theme,1
1991,third stream,2
1991,third wave ska,1
1991,thrash,7
1991,thrash metal,20
1991,thrash-metal,1
1991,todd in the shadows,2
1991,top40,1
1991,traditional acoustic blues,3
1991,traditional bluegrass,1
1991,traditional country,18
1991,traditional folk,1
1991,traditional pop,10
1991,trance,3
1991,trash metal,2
1991,tribal,1
1991,tribal ambient,2
1991,trip hop,5
1991,trova,1
1991,trumpet jazz,1
1991,twee pop,1
1991,twenty,1
1991,twin albums,2
1991,urban,7
1991,urban blues,1
1991,usa,3
1991,van halen,1
1991,vocal,12
1991,vocal group,1
1991,vocal jazz,12
1991,vocal music,5
1991,vocal pop,1
1991,vocalese,1
1991,west coast hip hop,16
1991,west coast hip-hop,1
1991,west coast rap,6
1991,western classical,1
1991,western hip-hop/rap,1
1991,western swing,1
1991,wiener,1
1991,world,3
1991,zydeco,6
1992,1,1
1992,1940s,1
1992,1960s,2
1992,1990s,2
1992,1992,42
1992,1993,1
1992,1–9 wochen,1
1992,2-step/british garage,1
1992,2002,1
1992,255,6
1992,4ad,1
1992,5+ wochen,4
1992,70s,2
1992,80s,2
1992,90 s r b,1
1992,90s,13
1992,a capella,1
1992,abstract,6
1992,academy award winner,1
1992,acapella,1
1992,acid,5
1992,acid house,4
1992,acid jazz,3
1992,acid rock,1
1992,acoustic,5
1992,acoustic pop,1
1992,acoustic rock,4
1992,adult alternative pop/rock,7
1992,adult alternative rock,1
1992,adult contemporary,19
1992,adult contemporary r&b,1
1992,afro-cuban jazz,7
1992,aggressive,2
1992,album rock,9
1992,all,1
1992,alt country,1
1992,alt metal,1
1992,alt rock,1
1992,alt-country,1
1992,alt-rock,2
1992,alternative,17
1992,alternative & punk,4
1992,alternative and punk,14
1992,alternative country,2
1992,alternative folk,4
1992,alternative hip hop,7
1992,alternative hip-hop,1
1992,alternative metal,34
1992,alternative pop/rock,45
1992,alternative rap,3
1992,alternative rock,440
1992,alternative rock rock,1
1992,alternative roots,1
1992,alternative/indie rock,52
1992,alternrock,3
1992,am pop,5
1992,ambient,57
1992,american,5
1992,american punk,2
1992,american thrash metal,1
1992,american trad rock,2
1992,american underground,8
1992,americana,5
1992,américain,4
1992,ancient,1
1992,angry,2
1992,anti-folk,1
1992,anxious,1
1992,aor,12
1992,appeals to the unlearned masses,1
1992,arena rock,32
1992,art pop,3
1992,art punk,2
1992,art rock,44
1992,atmospheric,1
1992,atmospheric sludge metal,1
1992,avant-garde,52
1992,avant-garde jazz,15
1992,avant-garde metal,3
1992,avant-rock,1
1992,avantgarde,10
1992,awesome name,1
1992,awesomename,1
1992,ballad,71
1992,ballet,3
1992,bardcore,1
1992,baroque,25
1992,baroque pop,2
1992,bass music,5
1992,bebop,2
1992,berlin school,2
1992,best of,1
1992,big band,94
1992,big beat,2
1992,black gospel,1
1992,black metal,5
1992,bluegrass,58
1992,bluegrass gospel,4
1992,blues,402
1992,blues rock,99
1992,blues-rock,6
1992,blues/jazz,1
1992,blues/r&b,2
1992,blues/soul,1
1992,boastful,1
1992,bolero,1
1992,boogie rock,4
1992,boogie woogie,1
1992,boogie-woogie,14
1992,books and spoken,1
1992,boom bap,23
1992,bootleg,1
1992,bop,8
1992,bop afro-cuban jazz,1
1992,bossa nova,6
1992,bounce,3
1992,breakbeat,10
1992,breaks,6
1992,brill building,1
1992,bruce cohen,1
1992,brutal prog,1
1992,bubblegum,1
1992,bubblegum pop,2
1992,cajun,8
1992,calypso,3
1992,caper,1
1992,car on cover,2
1992,carousel on cover,1
1992,ccm,1
1992,cco,3
1992,celtic,3
1992,celtic rock,1
1992,chamber jazz,1
1992,chamber music,5
1992,chaotic,1
1992,chicago blues,51
1992,chicago soul,4
1992,choral,2
1992,christian,1
1992,christian metal,4
1992,christian rap,1
1992,christian rock,8
1992,christmas,21
1992,christmas music,10
1992,clarinet,2
1992,classic blues,1
1992,classic country,2
1992,classic pop vocals,2
1992,classic rock,77
1992,classic rock; alternative rock; alternative; lounge; progressive rock,1
1992,classic rock; psychedelic; psychedelic rock; stoner rock; acid rock,1
1992,classical,492
1992,classical crossover,1
1992,classical era,2
1992,classical music,2
1992,classique,3
1992,club,1
1992,club-house,3
1992,club/dance,7
1992,college rock,5
1992,comedy,22
1992,comedy rap,1
1992,comedy rock,8
1992,comedy/spoken,3
1992,complete edition,1
1992,compton,1
1992,concerto,12
1992,conscious,12
1992,conscious hip hop,5
1992,contemporaray rock & roll,1
1992,contemporary,4
1992,contemporary christian,16
1992,contemporary classical,2
1992,contemporary country,11
1992,contemporary folk,3
1992,contemporary instrumental,2
1992,contemporary jazz,98
1992,contemporary pop/rock,25
1992,contemporary r&b,51
1992,contemporary u.s. folk,1
1992,contralto,1
1992,cool jazz,38
1992,country,226
1992,country / bluegrass,2
1992,country / folk,2
1992,country blues,32
1992,country folk,1
1992,country pop,11
1992,country rock,72
1992,country-pop,1
1992,country-rock,5
1992,country; classic country,1
1992,country; classic country; guitar,1
1992,crossover,1
1992,crossover jazz,4
1992,crossover thrash,5
1992,cuban,1
1992,cumbia,2
1992,cumbia mexicana,1
1992,cut-up dj,1
1992,cut-up/dj,1
1992,dance,9
1992,dance pop,1
1992,dance-pop,15
1992,dance-rock,7
1992,dance/electronic,1
1992,dancehall,2
1992,dark,1
1992,dark ambient,6
1992,dark jazz,2
1992,david bowie,1
1992,death by automobile,1
1992,death by lung cancer,1
1992,death metal,46
1992,death-doom metal,1
1992,deathgrind,1
1992,deathrock,8
1992,deep house,50
1992,deep soul,8
1992,delta blues,15
1992,demo,1
1992,dense,1
1992,depressive,1
1992,desert ambient,1
1992,desert rock,1
1992,dialogue,1
1992,dirty rap,1
1992,dirty south,1
1992,disco,61
1992,discogs/the most popular album released every year from 1950 to 2020,1
1992,disney legend,1
1992,diss,1
1992,dissonant,1
1992,dixieland,34
1992,doo wop,5
1992,doo-wop,19
1992,doo-wop/rock & roll,2
1992,doom metal,12
1992,downtempo,50
1992,dr. dre,1
1992,dream pop,3
1992,drone,3
1992,drone metal,2
1992,dub,8
1992,early pop,12
1992,early pop/rock,2
1992,early r&b,1
1992,east coast hip hop,15
1992,east coast rap,5
1992,easy listening,50
1992,easy listening soundtracks and musicals,1
1992,eazy-e diss,1
1992,ebm,6
1992,eclectic,2
1992,electric blues,46
1992,electric texas blues,1
1992,electro,38
1992,electroacoustic,3
1992,electronic,595
1992,electronic rock,1
1992,electronica,3
1992,electronica dance,1
1992,emo,12
1992,energetic,2
1992,english,5
1992,epitaph,2
1992,essential,1
1992,ethereal,1
1992,euro house,7
1992,eurodance,1
1992,europop,3
1992,experimental,134
1992,experimental electronic,2
1992,experimental rock,18
1992,extreme bass,1
1992,female vocalists,1
1992,fictional,1
1992,field recording,3
1992,filk,4
1992,film,1
1992,film music,1
1992,film score,9
1992,flamenco,1
1992,flute,1
1992,folk,92
1992,folk blues,1
1992,folk pop,2
1992,folk rock,75
1992,folk-rock,3
1992,format-single sided,1
1992,frat rock,1
1992,free improvisation,19
1992,free jazz,68
1992,freestyle,6
1992,full credits,1
1992,funk,73
1992,funk / soul,1
1992,funk metal,31
1992,funk rock,3
1992,funk soul,13
1992,fusion,27
1992,future jazz,5
1992,g-funk,8
1992,gangsta,13
1992,gangsta rap,21
1992,garage house,44
1992,garage punk,2
1992,garage rock,83
1992,general alternative,1
1992,general r&b,1
1992,general rock,1
1992,general unclassifiable,1
1992,genre,1
1992,girl group,1
1992,glam,18
1992,glam metal,5
1992,glam punk,2
1992,goat,1
1992,golden age,5
1992,goregrind,1
1992,gospel,58
1992,goth metal,1
1992,goth rock,4
1992,gothic,1
1992,gothic metal,1
1992,gothic rock,2
1992,grindcore,15
1992,groove metal,14
1992,grunge,98
1992,guitar,1
1992,guitar jazz,1
1992,guitar virtuoso,1
1992,gulf and western,1
1992,gypsy jazz,1
1992,hair metal,9
1992,hard bop,46
1992,hard rock,241
1992,hardcore,16
1992,hardcore hip hop,27
1992,hardcore hip-hop,1
1992,hardcore punk,24
1992,hardcore rap,7
1992,hardnheavy,8
1992,harmonica blues,1
1992,harmony vocal group,1
1992,heartland rock,3
1992,heavy alternative,3
1992,heavy metal,158
1992,hillbilly,1
1992,hip hop,349
1992,hip hop rap,8
1992,hip house,9
1992,hip-hop,70
1992,hip-hop/rap,3
1992,hip-house,1
1992,holiday,2
1992,holidays,3
1992,honky tonk,2
1992,horrorcore,4
1992,hot rod,1
1992,house,177
1992,humorous,1
1992,idm,1
1992,iggy pop,1
1992,indie,5
1992,indie pop,8
1992,indie rock,229
1992,industrial,85
1992,industrial dance,1
1992,industrial death metal,1
1992,industrial metal,9
1992,industrial rock,2
1992,infinite soundworld,1
1992,insect sounds,1
1992,instrumental,13
1992,instrumental metal,1
1992,instrumental pop,2
1992,instrumental rock,11
1992,instrumental rockabilly,1
1992,instrumental surf,2
1992,intense,1
1992,interpol,1
1992,interview,5
1992,island,1
1992,italo-disco,1
1992,jam band,2
1992,jam bands,1
1992,jangle pop,4
1992,jazz,998
1992,jazz and blues,1
1992,jazz desmond bickert,1
1992,jazz fusion,10
1992,jazz instrument,2
1992,jazz rap,5
1992,jazz rock,15
1992,jazz vocals,1
1992,jazz-funk,31
1992,jazz-pop,1
1992,jazz-rap,1
1992,jazz-rock,3
1992,jazz/r&b,1
1992,joy division,1
1992,jump blues,13
1992,l.a. punk,1
1992,latin,43
1992,latin jazz,15
1992,latin pop,2
1992,latin rock,1
1992,latina,1
1992,leftfield,11
1992,lo-fi,42
1992,lo-fi indie,1
1992,long title,1
1992,lou reed,1
1992,louisiana blues,7
1992,lounge,1
1992,loveless sound,1
1992,mainstream jazz,1
1992,mainstream rock,3
1992,male vocal,1
1992,male vocalist,3
1992,male vocalists,2
1992,mambo,1
1992,manhunter,1
1992,manic,1
1992,mariachi,1
1992,math rock,11
1992,medieval,3
1992,melodic death metal,1
1992,melodic hardcore,2
1992,melodic rock,1
1992,menacing,1
1992,metal,46
1992,metalcore,2
1992,miami bass,8
1992,michael mann,1
1992,midwest emo,1
1992,mike thorne,1
1992,minimal,7
1992,minimalism,1
1992,minneapolis sound,4
1992,mixed media,1
1992,moby,1
1992,mod,1
1992,modal,1
1992,modal jazz,1
1992,modern classical,23
1992,modern electric blues,2
1992,modern electric chicago blues,1
1992,modern jazz,1
1992,monolog,3
1992,morrissey,1
1992,motown soul,2
1992,music,1
1992,music comedy,1
1992,musical,25
1992,musique concrète,6
1992,need composers,2
1992,neo-psychedelia,3
1992,neo-rockabilly,1
1992,neo-soul,1
1992,neo-traditional country,1
1992,neofolk,3
1992,new age,36
1992,new jack swing,35
1992,new order,1
1992,new traditionalist,2
1992,new wave,20
1992,new york hardcore,1
1992,new york punk,2
1992,nigun,1
1992,no wave,5
1992,noise,71
1992,noise pop,5
1992,noise rock,25
1992,noise-rock,2
1992,noisecore,4
1992,noisy,1
1992,non-music,65
1992,norteño,2
1992,nostalgia,1
1992,novelty,4
1992,observational humor,2
1992,offizielle charts,5
1992,oi,3
1992,old school,1
1992,old school hip hop,2
1992,oldies,15
1992,oldies - 80's,1
1992,oldies 70 s,2
1992,opera,45
1992,oratorio,3
1992,orchestral,16
1992,orchestral/easy listening,1
1992,order,2
1992,original film/tv music,1
1992,other pop,2
1992,own,1
1992,parody,3
1992,party,1
1992,party rap,3
1992,passionate,1
1992,patriotic,1
1992,peel sessions,2
1992,pennsylvania,1
1992,perfect debut,1
1992,piano blues,24
1992,piano jazz,1
1992,piano rock,3
1992,piedmont blues,3
1992,playful,1
1992,poetry,4
1992,political,2
1992,political hip hop,4
1992,political rap,4
1992,polka,1
1992,pop,525
1992,pop alternative and punk,1
1992,pop metal,5
1992,pop music,1
1992,pop punk,16
1992,pop rap,25
1992,pop rock,223
1992,pop soul,9
1992,pop-metal,9
1992,pop-rap,2
1992,pop-soul,1
1992,pop/blues,1
1992,pop/r&b,1
1992,pop/rock,117
1992,pop; bubblegum pop,1
1992,pop; bubblegum pop; pop life,1
1992,pop; pop life,1
1992,popgaze,1
1992,porn groove,1
1992,pornogrind,1
1992,post bop,13
1992,post rock,1
1992,post-bop,77
1992,post-disco,1
1992,post-grunge,2
1992,post-hardcore,11
1992,post-industrial,1
1992,post-metal,1
1992,post-punk,19
1992,post-rock,5
1992,power electronics,1
1992,power metal,3
1992,power pop,29
1992,powerviolence,1
1992,praise and worship,1
1992,prog rock,3
1992,prog-rock,1
1992,progressive,2
1992,progressive bluegrass,6
1992,progressive country,1
1992,progressive electronic,2
1992,progressive house,5
1992,progressive metal,8
1992,progressive rap,1
1992,progressive rock,7
1992,psychadelic,1
1992,psychedelic,6
1992,psychedelic pop,1
1992,psychedelic rock,65
1992,psychobilly,5
1992,punk,233
1992,punk blues,1
1992,punk metal,6
1992,punk revival,7
1992,punk rock,32
1992,punk-pop,5
1992,punk-rap,1
1992,punk/new wave,16
1992,queercore,2
1992,quiet storm,7
1992,quirky,1
1992,r b,20
1992,r b contemporary,1
1992,r b hip hop,1
1992,r b soul,2
1992,r&b,53
1992,r&b de nueva orleans,1
1992,r&b/pop,1
1992,r&b/rock,2
1992,r&b/soul,4
1992,ragga hip-hop,2
1992,ragtime,12
1992,ramblin' man,1
1992,ranchera,1
1992,rap,31
1992,rap hip-hop r b,2
1992,rap metal,2
1992,rap rock,4
1992,rap-metal,3
1992,rap-rock,2
1992,rapcore,2
1992,rapper,1
1992,rare groove a to z,1
1992,rave,2
1992,raw,1
1992,rebellious,1
1992,reggae,19
1992,reggae-pop,1
1992,regional blues,1
1992,religious,2
1992,rerip country,1
1992,rerip extreme bass,1
1992,rerip grunge,1
1992,rerip soundtrack,1
1992,retro,1
1992,rhythm & blues,2
1992,rhythm and blues,2
1992,rhythm blues,2
1992,rhythmic,1
1992,rick shaffer,1
1992,riot grrrl,3
1992,rnb swing,11
1992,rnb/swing,5
1992,rock,1987
1992,rock & roll,54
1992,rock 90 s,3
1992,rock and indie,2
1992,rock and roll,133
1992,rock ballad,6
1992,rock ballads,4
1992,rock opera,2
1992,rock pop,6
1992,rock roll,1
1992,rock usa,1
1992,rock/punk/hard rock/glam,1
1992,rock/r&b,1
1992,rock/swing,1
1992,rock; alternative rock,1
1992,rock_1992_death metal,1
1992,rock_hard rock_alternative rock,1
1992,rockabilly,41
1992,rockabilly revival,2
1992,rocksteady,1
1992,romantic classical,2
1992,roots reggae,1
1992,roots rock,11
1992,salsa,3
1992,salsa romantica,1
1992,samba,3
1992,sampling,1
1992,sarcastic,1
1992,satanic,1
1992,satire,2
1992,satirical,2
1992,schlager,2
1992,score,10
1992,self-titled,1
1992,shoegaze,15
1992,shoegazer,1
1992,shred,1
1992,silly name,1
1992,singer-songwriter,1
1992,ska,14
1992,ska punk,2
1992,ska-punk,3
1992,skate punk,3
1992,skatepunk,5
1992,slacker rock,2
1992,slide guitar blues,1
1992,slow rock,1
1992,slowcore,2
1992,sludge metal,7
1992,smooth jazz,36
1992,smooth soul,5
1992,soft rock,57
1992,song parody,1
1992,soothing,1
1992,soul,152
1992,soul and r b,2
1992,soul and reggae,1
1992,soul ballads,2
1992,soul blues,4
1992,soul jazz,26
1992,soul-jazz,4
1992,sound clip,1
1992,soundtrack,36
1992,southern hip hop,3
1992,southern rap,3
1992,southern rock,22
1992,southern soul,3
1992,space rock,4
1992,spanish,1
1992,speech,2
1992,speed metal,14
1992,speed/thrash metal,3
1992,spiritual jazz,1
1992,spirituals,2
1992,spoken word,25
1992,stage & screen,2
1992,stage screen,3
1992,standards,2
1992,standup comedy,2
1992,steve morse,1
1992,stoner,1
1992,stoner metal,2
1992,stoner rock,9
1992,stride,4
1992,sunshine pop,3
1992,surf,9
1992,surf / rock,1
1992,surf rock,2
1992,swamp pop,4
1992,sweet bands,1
1992,swing,174
1992,symphonic rock,3
1992,symphony,16
1992,synth-pop,49
1992,tango,1
1992,tarock music,1
1992,tech house,1
1992,technical death metal,1
1992,technical thrash metal,2
1992,techno,75
1992,tejano,3
1992,tex mex,2
1992,tex-mex,6
1992,texas blues,19
1992,the reds,1
1992,theme,1
1992,third stream,1
1992,third wave ska revival,3
1992,thrash,13
1992,thrash metal,16
1992,thrash-funk,1
1992,thug rap,1
1992,todd in the shadows,4
1992,top 5 of all time!,1
1992,traditional bluegrass,3
1992,traditional country,6
1992,traditional pop,16
1992,trance,10
1992,tribal,4
1992,tribal ambient,3
1992,trip hop,6
1992,trumpet jazz,1
1992,tv music,1
1992,uk single cd1,1
1992,uk single cd2,1
1992,underground rap,2
1992,united states,1
1992,uptown soul,1
1992,urban,7
1992,usa,2
1992,usbm,1
1992,velvet underground,1
1992,vendu puis racheté,1
1992,vennt,1
1992,violin,1
1992,vocal,8
1992,vocal jazz,14
1992,vocal music,1
1992,vocal pop,1
1992,vocalese,1
1992,von,1
1992,west,2
1992,west coast,1
1992,west coast hip hop,16
1992,west coast rap,7
1992,western classical,1
1992,wire,1
1992,world,1
1992,world fusion,1
1992,year:1992,1
1992,yodeling,1
1992,zydeco,5
1992,䴀椀猠捔,1
1993,"""funk / soul""",1
1993,"""rhythm & blues""",1
1993,"""stage & screen""",1
1993,#disney,1
1993,+usa new york,1
1993,00s,1
1993,148,1
1993,1960s,1
1993,1990s,1
1993,1993,35
1993,1994,1
1993,1995,1
1993,1–4 wochen,2
1993,1–9 wochen,2
1993,255,4
1993,5+ wochen,4
1993,60's oldies,1
1993,70s,1
1993,80s,2
1993,90 s r b,3
1993,90 s rap,1
1993,90s,6
1993,a cappella,1
1993,above the rim,1
1993,abstract,7
1993,academy award winner,1
1993,acid,14
1993,acid house,9
1993,acid jazz,11
1993,acid rock,5
1993,acid rock and british blues,1
1993,acoustic,9
1993,acoustic blues,6
1993,acoustic rock,2
1993,adult alternative pop,1
